125.578347802,11.3191358005,683.4226744288,1709.8312180043,2880.2393662104,3984.5009774562,243.5207914522,493.8844299763,519.5570813751,432.3044507827,142.3222595278,97.9766144309,50.0880531504,51.5578089983,-1.7228750186,54.7789319667,-8.1113286972,35.6953743259,3.3440284321,23.9145092044,3.7135334565,25.4490667308,-1.4128767992,22.4546804092,32.9147910992,27.1080215822,-9.9495012128,22.241033912,9.478162275,13.0531678067,-3.0983609367,14.9560780321,F
176.0797789792,21.6756729115,743.0627536299,1276.437678718,2666.9545677311,3821.3485691468,263.0537038318,392.9106099726,688.9987971984,692.7535763829,324.1001851336,152.8672255717,-13.7315306024,74.3951675093,-52.9132316424,45.9963602939,-41.0897837682,65.4440345738,19.8463251393,36.6266818216,38.6481838935,31.7555492471,-13.3361020141,16.8538854117,-34.2671842789,28.7316396967,-12.1669665315,26.4629786257,-4.0310933359,14.0095254926,-17.4833108035,23.1589245602,J
185.040974785,32.1911958931,629.5330882143,1501.2780351905,3023.5069875648,4124.9657331685,211.9568719271,398.0426216196,279.3002374702,218.0126789449,83.3028603826,96.9525950748,-5.3890296942,57.8226793183,-50.2071302793,35.7437032175,-89.5391866125,50.0150222789,-2.0256562118,34.883912898,-44.0687745919,33.4616326672,-52.5977894299,38.3785039166,-34.7958906759,30.0587083818,-18.3392620589,26.2008129483,-8.943859339,25.06702014,-8.452208364,27.5728589227,A
176.6971615051,17.6600171197,654.6920908712,1511.4357629016,2954.0296737012,4147.2792812613,219.6355716025,327.1504233294,268.2217383027,293.5509901984,84.8700489144,104.8445131051,-14.6796593656,59.0868079607,-67.5852913009,41.9027553907,-57.4425434412,48.555333813,-11.8138458608,35.6214040894,-45.5882688007,25.2393867511,-45.6942862176,30.8563357534,-39.430128584,29.4606854169,-8.6575359499,20.3757984941,-15.1809600759,20.3623792088,-13.2828983845,21.6506329054,A
181.9805441393,18.4197922745,713.4449667744,1532.7564166404,2944.2142385339,4084.5784222524,215.851784609,236.3413232254,414.2777213551,513.0713157049,85.9385894351,93.332521082,-61.9793947436,74.2745604305,-87.3168169955,47.7634368425,-60.709175112,47.6798887507,-25.4411021698,35.9515118173,-55.7918033929,27.9214407661,-47.9241861282,33.8504900767,-29.7748735951,29.1157043652,-7.1857579872,19.2528504914,-21.1420020091,24.2400852569,0.1401794481,28.2840430644,A
205.729382731,18.7673200204,757.0104630184,1615.7443107668,2968.2052924739,3963.645726841,242.4427352662,308.9665760512,477.1078120262,431.757001374,93.05869682,79.8886688847,-72.7538213649,70.8404988125,-67.7731719114,54.2151591494,-60.5676590162,61.5856730924,-24.6694241365,43.6186392969,-54.9209148809,32.8741920972,-48.0176511224,29.2921649997,-18.3344185778,26.177050759,-7.4906511265,22.5660700891,-10.0763586688,24.5998884604,17.356257266,18.6934133639,A
148.0489643057,28.8924292182,580.4447571533,1609.3575579762,2734.8107300583,3933.8423491082,288.7877870827,313.0452475009,329.3811523886,428.8528513482,185.8865248982,25.839173135,29.720797127,28.761848898,5.5814546225,26.3044787368,20.0689962534,15.4276065045,1.6360867258,14.6151619522,-0.787584872,13.7614373091,-10.1829346048,10.9870794211,-12.3863417498,10.8179408565,-0.6170588169,19.0242482737,0.3814890761,15.1385148886,11.0070526035,19.7507406972,A
186.9654012246,29.4772184213,713.7189157502,1790.5029049793,2973.960215013,4059.277888926,289.5510315998,397.2188690206,226.7780584585,292.6913809673,43.8068327496,56.8423732831,-42.0683883805,84.4033468893,-8.5211221736,40.2074903361,-66.3752102673,71.3884474874,-23.0325129944,45.8576867152,-48.1170907437,50.6585975225,-21.7167311378,32.2451993267,-27.099633843,32.9519761946,-2.3606755859,22.8633738801,-6.6047055234,17.9165551354,-10.2478656959,21.6937259773,J
133.314862885,13.3301978396,820.884262532,1897.5520417348,2608.5271612562,3684.409597082,377.1002871995,287.4877886867,249.1186390219,582.3976990019,81.9078125676,82.9198065909,-9.6022015283,37.8037049527,12.7485649612,36.9323351158,53.6111115079,38.5634780103,-79.2888236387,28.4990506801,3.0122278776,21.0624945097,-21.052771016,24.1278005998,-18.1957802407,17.9190885444,-16.9243173448,16.313744149,11.4038765201,19.398103988,-13.6753375923,16.2239089361,N
233.6209177196,24.1533986558,889.2871215812,1973.130324579,2975.8145913239,4281.9423083707,320.6619620975,313.5115600209,358.3468419124,342.823224646,137.9484341598,43.8663053872,19.6832765964,28.0200254181,4.556374357,23.6646400361,17.6668073942,28.9308718359,-0.1297868094,38.3920377173,12.4642426922,34.5383082875,21.6553823243,15.6009831022,5.2323794409,20.4131054776,6.9083967073,24.2455515806,11.8446223078,14.4757345902,18.1115001636,18.150942774,A
